,name,PA,PM,(dommages Neutre),Portée,Force,Sagesse,Intelligence,Puissance,Échangeable :,-special spell-,Attitude,Vitalité,% Critique,Dommages Feu,Dommages Air,Dommages Terre,Dommages Eau,Dommages Neutre,% Résistance Terre,% Résistance Eau,% Résistance Feu,% Résistance Neutre,% Résistance Air,Dommages,Prospection,Résistances Eau,Résistances Air,Résistances Feu,Chance,Agilité,Résistances Terre,Résistances Neutre,Initiative,(dommages Air),(vol Neutre),(dommages Terre),Dommages Poussée,Invocation,(dommages Feu),(vol Eau),Soins,Arme de chasse,(dommages Eau),Fuite,Invocations,Tacle,Retrait PM,Dommages Pièges,Puissance (pièges),(vol Air),Renvoie dommages,Résistances Critiques,(vol Feu),(soins Feu),(vol Terre),Dommages Critiques,Pods,Esquive PM,Esquive PA,Résistances Poussée,Retrait PA,Dommage Terre,Dommage Feu,Dommage Air,Réduit le coût en PA du sort de,Augmente la portée maximale du sort de,Augmente le nombre de lancers maximal par tour du sort de,Rend la portée du sort modifiable,Augmente les Critiques du sort de%,Désactive le lancer en ligne du sort,Désactive la ligne de vue du sort,Réduit l'intervalle de relance du sort de,Augmente le nombre de lancers maximal par cible du sort de,Augmente les Dommages fixes du sort de,Titre :,Quelqu'un vous suit !,Lié au personnage,% Dommages mêlée,% Résistance mêlée,% Résistance distance,% Dommages distance,% Dommages d'armes,% Dommages aux sorts,Craft coopératif impossible.,Utilisations restantes : /,% Résistance aux armes,(dommages Meilleur élément),Ajouter un sort temporaire,ankama_id,type,level,image_urls
340,String Tue-Mouche,,,,,,40.0,50.0,,,,,250.0,3.0,,,,,,7.0,,7.0,,,5.0,20.0,,,,,,,,300.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9143.0,"{'name': 'Ceinture', 'id': 58}",192.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10132.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10132-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10132-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10132-800.png'}"
341,Ceinture Mycosine,,,,,60.0,30.0,,,,,,350.0,4.0,,,,,,,,10.0,,,5.0,20.0,10.0,,,,,10.0,,500.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144.0,"{'name': 'Ceinture', 'id': 58}",177.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10133.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10133-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10133-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10133-800.png'}"
342,Tranche des Sous-bois,,,,,,50.0,,,,,,400.0,3.0,,,,,,10.0,,,,,10.0,30.0,,,,50.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9145.0,"{'name': 'Ceinture', 'id': 58}",179.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10134.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10134-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10134-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10134-800.png'}"
343,Ougature,,,,1.0,,50.0,,40.0,,,,350.0,,,,,,,10.0,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9146.0,"{'name': 'Ceinture', 'id': 58}",185.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10135.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10135-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10135-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10135-800.png'}"
344,Chapignon,,,,,,30.0,,20.0,,,,300.0,5.0,,,,,,,,10.0,,10.0,10.0,15.0,,,,,50.0,,,300.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9147.0,"{'name': 'Chapeau', 'id': 27}",183.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16221.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16221-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16221-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16221-800.png'}"
345,Lame Assacre,,,17.0,,50.0,,,,,,,300.0,3.0,,,,,,,,,,10.0,6.0,,,10.0,,,50.0,,,,,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9176.0,"{'name': 'Dague', 'id': 93}",182.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/5070.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/5070-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/5070-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/5070-800.png'}"
346,Bracelet Ventré,,,,,40.0,30.0,,,,,,200.0,3.0,,,,,,,,10.0,,,10.0,20.0,,,10.0,,40.0,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9177.0,"{'name': 'Anneau', 'id': 17}",179.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9158.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9158-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9158-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9158-800.png'}"
347,Anneau Bliteré,,,,,,30.0,40.0,,,,,200.0,3.0,,,,,,10.0,,,,,10.0,20.0,,,,40.0,,10.0,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9178.0,"{'name': 'Anneau', 'id': 17}",174.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9159.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9159-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9159-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9159-800.png'}"
348,Amulette Ripage,1.0,,,,50.0,40.0,,,,,,250.0,2.0,,,,,,,,,,,10.0,20.0,,,10.0,,50.0,,,400.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9179.0,"{'name': 'Amulette', 'id': 33}",184.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1137.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1137-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1137-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1137-800.png'}"
349,Cape Erforée,,,,1.0,60.0,40.0,,10.0,,,,250.0,,,,,,,,10.0,,,,6.0,30.0,,,,,60.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9180.0,"{'name': 'Cape', 'id': 43}",185.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17151.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17151-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17151-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17151-800.png'}"
350,Casque Harnage,,,,,,30.0,60.0,,,,,250.0,4.0,,,,,,,,,,,10.0,30.0,10.0,,,60.0,,,,,,,,,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9181.0,"{'name': 'Chapeau', 'id': 27}",189.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16212.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16212-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16212-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16212-800.png'}"
351,Bottes Répané,,1.0,,,,30.0,50.0,,,,,250.0,,,,,,,,,,10.0,,10.0,10.0,,,,50.0,,,,,,,,,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9182.0,"{'name': 'Bottes', 'id': 45}",184.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11126.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11126-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11126-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11126-800.png'}"
352,Ceinture Toré,,,,1.0,,30.0,50.0,10.0,,,,300.0,2.0,,,,,,,,,10.0,,5.0,20.0,,,,50.0,,,10.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9183.0,"{'name': 'Ceinture', 'id': 58}",181.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10145.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10145-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10145-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10145-800.png'}"
353,Chapblopignon,,,,1.0,60.0,50.0,,,,,,200.0,,,,,,,,,10.0,,,10.0,20.0,,,10.0,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9394.0,"{'name': 'Chapeau', 'id': 27}",152.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16222.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16222-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16222-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16222-800.png'}"
354,Blopronne Royale,,,,,50.0,50.0,50.0,,,,,200.0,,,,,,,,7.0,,,7.0,7.0,15.0,,,,,,,,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9395.0,"{'name': 'Chapeau', 'id': 27}",161.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16223.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16223-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16223-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16223-800.png'}"
355,Le Kim,,,,,80.0,50.0,,,,,,400.0,7.0,,,,,,,,10.0,,,10.0,25.0,,10.0,,,,10.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9461.0,"{'name': 'Chapeau', 'id': 27}",196.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16230.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16230-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16230-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16230-800.png'}"
356,Amunite,1.0,,,,,50.0,50.0,10.0,,,,250.0,,,,,,,,,,,,10.0,20.0,,,10.0,,,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9463.0,"{'name': 'Amulette', 'id': 33}",189.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1141.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1141-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1141-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1141-800.png'}"
357,Kralamansion,1.0,,,2.0,,40.0,,30.0,,,,350.0,5.0,,,,,,,,,,,15.0,30.0,,,,,,,,,,,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9464.0,"{'name': 'Amulette', 'id': 33}",194.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1142.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1142-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1142-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1142-800.png'}"
358,Pelle Emélaka,,,18.0,,,40.0,,,,,,300.0,,,,,,,,,10.0,,,10.0,30.0,,,,60.0,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9468.0,"{'name': 'Pelle', 'id': 52}",191.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/8051.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/8051-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/8051-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/8051-800.png'}"
359,Épée Loponèze,,,,1.0,,30.0,,,,,,250.0,,,,,,,,10.0,,,10.0,10.0,,,,,50.0,50.0,,,700.0,28.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9469.0,"{'name': 'Épée', 'id': 80}",184.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6085.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6085-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6085-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6085-800.png'}"
360,Pelle Hectrochoc,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10223.0,"{'name': 'Pelle', 'id': 52}",179.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/8010.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/8010-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/8010-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/8010-800.png'}"
361,Les Maidartes,,1.0,,,,50.0,,,,,,200.0,3.0,,10.0,,10.0,10.0,,,,,,,20.0,,7.0,7.0,60.0,,,,300.0,,,,,1.0,,,,,,-11.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10438.0,"{'name': 'Bottes', 'id': 45}",161.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11169.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11169-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11169-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11169-800.png'}"
362,Frimamulette,1.0,,,1.0,,50.0,60.0,,,,,350.0,3.0,,,,,,,,,,10.0,10.0,20.0,10.0,,,,60.0,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11468.0,"{'name': 'Amulette', 'id': 33}",192.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1165.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1165-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1165-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1165-800.png'}"
363,Frimanneau,,,,,,50.0,,,,,,250.0,5.0,,,,,,10.0,,,,,12.0,20.0,10.0,,10.0,,,,10.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11469.0,"{'name': 'Anneau', 'id': 17}",195.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9192.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9192-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9192-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9192-800.png'}"
364,Grésilanneau,,,,1.0,,40.0,,40.0,,,,250.0,,,,,,,,10.0,,,,10.0,20.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11470.0,"{'name': 'Anneau', 'id': 17}",196.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9191.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9191-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9191-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9191-800.png'}"
365,Grésilobottes,,1.0,,,60.0,40.0,,,,,,300.0,3.0,,,,,,,,,,,10.0,20.0,13.0,,,60.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11471.0,"{'name': 'Bottes', 'id': 45}",190.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11165.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11165-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11165-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11165-800.png'}"
366,Grésilocape,,,,,60.0,60.0,,20.0,,,,350.0,,,,,,,,,,10.0,,10.0,15.0,,10.0,,60.0,,10.0,,300.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11472.0,"{'name': 'Cape', 'id': 43}",194.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17203.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17203-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17203-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17203-800.png'}"
367,Frimature,,,,,,50.0,60.0,,,,,350.0,,,,,,,,,,,,10.0,10.0,,15.0,,,60.0,15.0,15.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11473.0,"{'name': 'Ceinture', 'id': 58}",197.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10176.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10176-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10176-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10176-800.png'}"
368,Frimacoiffe,,,,,,50.0,70.0,,,,,300.0,6.0,,,,,,,,,,,10.0,20.0,,12.0,12.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11474.0,"{'name': 'Chapeau', 'id': 27}",188.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16268.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16268-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16268-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16268-800.png'}"
369,Grésilosceptre,0.0,,15.0,1.0,60.0,50.0,,,,,,350.0,,,,,,,,,10.0,,,7.0,30.0,,,,60.0,,,10.0,400.0,12.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11514.0,"{'name': 'Bâton', 'id': 125}",192.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/4094.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/4094-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/4094-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/4094-800.png'}"
370,Amulette Ementaire,1.0,,,1.0,50.0,,50.0,,,,,,,3.0,3.0,3.0,3.0,,8.0,8.0,8.0,,8.0,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11563.0,"{'name': 'Amulette', 'id': 33}",127.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1167.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1167-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1167-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1167-800.png'}"
371,Coiffe du Royalmouth,,,,,,40.0,50.0,,,,,200.0,3.0,10.0,,,10.0,,,,,,,,10.0,10.0,10.0,,50.0,,,,,,,,10.0,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11571.0,"{'name': 'Chapeau', 'id': 27}",125.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16271.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16271-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16271-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16271-800.png'}"
372,Couronne du Mansot Royal,,,,,,40.0,,25.0,,,,250.0,3.0,,,10.0,10.0,,,,,,7.0,,10.0,10.0,,,40.0,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11572.0,"{'name': 'Chapeau', 'id': 27}",136.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16275.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16275-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16275-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16275-800.png'}"
373,Chapeau de Ben le Ripate,,,,,,,60.0,20.0,,,,250.0,4.0,10.0,10.0,,,,10.0,,,,,,,10.0,,,,60.0,,10.0,,,,,,,,,7.0,,,-4.0,,5.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11573.0,"{'name': 'Chapeau', 'id': 27}",154.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16272.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16272-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16272-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16272-800.png'}"
374,Casque de l'Obsidiantre,,,,,40.0,40.0,,20.0,,,,250.0,5.0,12.0,,10.0,,10.0,10.0,,,,,,,,,,,,,10.0,,,,,,,,,8.0,,,5.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11574.0,"{'name': 'Chapeau', 'id': 27}",166.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16281.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16281-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16281-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16281-800.png'}"
375,Amulette du Royalmouth,1.0,,,,,30.0,40.0,,,,,120.0,2.0,6.0,,,6.0,,,,,,,,15.0,,,10.0,40.0,,10.0,,,,,,10.0,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11575.0,"{'name': 'Amulette', 'id': 33}",128.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1166.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1166-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1166-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1166-800.png'}"
376,Amulette de l'Obsidiantre,1.0,,,,60.0,50.0,60.0,,,,,250.0,,7.0,,7.0,,7.0,,,,,,,,,,7.0,,,7.0,7.0,,,,,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11576.0,"{'name': 'Amulette', 'id': 33}",164.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1169.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1169-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1169-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1169-800.png'}"
377,Anneau du Mansot Royal,,,,,30.0,30.0,,20.0,,,,120.0,3.0,,,10.0,10.0,,,,,,,,,,7.0,7.0,,,,7.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11577.0,"{'name': 'Anneau', 'id': 17}",140.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9194.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9194-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9194-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9194-800.png'}"
378,Crochet de Ben le Ripate,,,,,,30.0,40.0,,,,,150.0,4.0,7.0,7.0,,,,,,,,,,10.0,,,10.0,,40.0,,10.0,,,,,,1.0,,,,,,-4.0,,5.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11578.0,"{'name': 'Anneau', 'id': 17}",155.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9195.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9195-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9195-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9195-800.png'}"
379,Bague de l'Obsidiantre,,,,,40.0,30.0,40.0,,,,,170.0,3.0,7.0,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11579.0,"{'name': 'Anneau', 'id': 17}",161.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9197.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9197-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9197-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9197-800.png'}"
380,Cape du Mansot Royal,,,,1.0,45.0,35.0,,,,,,200.0,,,,10.0,10.0,,,,7.0,,,,10.0,,10.0,,45.0,,10.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11580.0,"{'name': 'Cape', 'id': 43}",144.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17205.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17205-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17205-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17205-800.png'}"
381,Cape de l'Obsidiantre,,,,1.0,60.0,40.0,60.0,,,,,250.0,,8.0,,8.0,,8.0,,,,,10.0,,,10.0,,,,,10.0,,300.0,,,,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11581.0,"{'name': 'Cape', 'id': 43}",163.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17207.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17207-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17207-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17207-800.png'}"
382,Bottes du Royalmouth,,1.0,,,,30.0,40.0,,,,,150.0,,8.0,,,8.0,,,,,,,,10.0,,8.0,,40.0,,,8.0,,,,,10.0,,,,8.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11582.0,"{'name': 'Bottes', 'id': 45}",118.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11167.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11167-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11167-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11167-800.png'}"
